player_name,season_norm,goals,shots,passes,team_name,primary_pos,att_score,mid_score,def_score,league,season_name,season,extracted_year
Wayne Routledge,2015/2016,2,18,0,Swansea City,Left Wing,190,0,0,Premier League,2015/2016,2015/2016,2015
Wes Hoolahan,2015/2016,4,26,0,Norwich City,Center Attacking Midfield,330,0,0,Premier League,2015/2016,2015/2016,2015
Wes Morgan,2015/2016,2,21,0,Leicester City,Right Center Back,205,0,0,Premier League,2015/2016,2015/2016,2015
Wilfried Guemiand Bony,2015/2016,4,61,0,Manchester City,Center Forward,505,0,0,Premier League,2015/2016,2015/2016,2015
Wilfried Zaha,2015/2016,2,33,0,Crystal Palace,Right Wing,265,0,0,Premier League,2015/2016,2015/2016,2015
William Gallas,2003/2004,0,3,0,Chelsea,Right Center Back,15,0,0,Premier League,2003/2004,2003/2004,2003
Willian Borges da Silva,2015/2016,5,59,0,Chelsea,Right Wing,545,0,0,Premier League,2015/2016,2015/2016,2015
Winston Reid,2015/2016,1,18,0,West Ham United,Right Center Back,140,0,0,Premier League,2015/2016,2015/2016,2015
Xabier Alonso Olano,2004/2005,1,4,0,Liverpool,Left Defensive Midfield,70,0,0,Premier League,2004/2005,2004/2005,2004
Xabier Alonso Olano,2006/2007,0,1,0,Liverpool,Left Center Midfield,5,0,0,Premier League,2006/2007,2006/2007,2006
Xherdan Shaqiri,2015/2016,3,39,0,Stoke City,Right Wing,345,0,0,Premier League,2015/2016,2015/2016,2015
Yakubu Aiyegbeni,2003/2004,1,8,0,Portsmouth,Right Center Forward,90,0,0,Premier League,2003/2004,2003/2004,2003
Yann Gérard M''Vila,2015/2016,1,30,0,Sunderland,Left Center Midfield,200,0,0,Premier League,2015/2016,2015/2016,2015
Yann Kermorgant,2015/2016,0,2,0,AFC Bournemouth,Center Forward,10,0,0,Premier League,2015/2016,2015/2016,2015
Yannick Bolasie Yala,2015/2016,5,58,0,Crystal Palace,Left Wing,540,0,0,Premier League,2015/2016,2015/2016,2015
Yoan Gouffran,2015/2016,0,3,0,Newcastle United,Left Attacking Midfield,15,0,0,Premier League,2015/2016,2015/2016,2015
Yohan Cabaye,2015/2016,5,69,0,Crystal Palace,Right Defensive Midfield,595,0,0,Premier League,2015/2016,2015/2016,2015
Younes Kaboul,2015/2016,0,11,0,Sunderland,Left Center Back,55,0,0,Premier League,2015/2016,2015/2016,2015
Youri Djorkaeff,2003/2004,0,3,0,Bolton Wanderers,Left Midfield,15,0,0,Premier League,2003/2004,2003/2004,2003
Youssouf Chafiq Mulumbu Ngangu,2015/2016,0,3,0,Norwich City,Left Defensive Midfield,15,0,0,Premier League,2015/2016,2015/2016,2015
Zat Knight,2003/2004,0,1,0,Fulham,Left Center Back,5,0,0,Premier League,2003/2004,2003/2004,2003
Àngel Rangel Zaragoza,2015/2016,0,14,0,Swansea City,Right Back,70,0,0,Premier League,2015/2016,2015/2016,2015
Émerson Augusto Thome,2003/2004,0,1,0,Bolton Wanderers,Right Center Back,5,0,0,Premier League,2003/2004,2003/2004,2003
Łukasz Fabiański,2015/2016,0,1,0,Swansea City,Goalkeeper,5,0,0,Premier League,2015/2016,2015/2016,2015
