player_name,season_norm,goals,shots,passes,team_name,primary_pos,att_score,mid_score,def_score,league,season_name,season,extracted_year
Christian Jesús Martinez,2024,0,3,0,Panama,Right Defensive Midfield,15,0,0,Copa America,2024,2024,2024
Cristian Sleiker Cásseres Yepes,2024,0,2,0,Venezuela,Right Defensive Midfield,10,0,0,Copa America,2024,2024,2024
Cyle Larin,2022,0,3,0,Canada,Left Attacking Midfield,15,0,0,Copa America,2022,2022,2022
Cyle Larin,2024,0,7,0,Canada,Center Forward,35,0,0,Copa America,2024,2024,2024
César Augusto Yanis Velasco,2024,1,1,0,Panama,Right Defensive Midfield,55,0,0,Copa America,2024,2024,2024
César Ignacio Pérez Maldonado,2024,0,1,0,Chile,Right Defensive Midfield,5,0,0,Copa America,2024,2024,2024
César Rodolfo Blackman Camarena,2024,1,4,0,Panama,Right Wing,70,0,0,Copa America,2024,2024,2024
Damion Lowe,2024,0,1,0,Jamaica,Right Defensive Midfield,5,0,0,Copa America,2024,2024,2024
Damián Josué Bobadilla Benítez,2024,0,4,0,Paraguay,Right Wing,20,0,0,Copa America,2024,2024,2024
Daniel Muñoz Mejía,2024,2,4,0,Colombia,Right Back,120,0,0,Copa America,2024,2024,2024
Darwin Daniel Machís Marcano,2024,0,4,0,Venezuela,Right Wing,20,0,0,Copa America,2024,2024,2024
Darío Esteban Osorio Osorio,2024,0,1,0,Chile,Right Wing,5,0,0,Copa America,2024,2024,2024
David Junior Hoilett,2022,0,4,0,Canada,Left Wing Back,20,0,0,Copa America,2022,2022,2022
Davinson Sánchez Mina,2018,0,2,0,Colombia,Left Center Back,10,0,0,Copa America,2018,2018,2018
Davinson Sánchez Mina,2024,1,7,0,Colombia,Right Center Back,85,0,0,Copa America,2024,2024,2024
Demarai Gray,2024,0,2,0,Jamaica,Left Attacking Midfield,10,0,0,Copa America,2024,2024,2024
Derek Cornelius,2024,0,1,0,Canada,Left Center Back,5,0,0,Copa America,2024,2024,2024
Dexter Lembikisa,2024,0,3,0,Jamaica,Right Wing Back,15,0,0,Copa America,2024,2024,2024
Di'Shon Bernard,2024,0,1,0,Jamaica,Right Center Back,5,0,0,Copa America,2024,2024,2024
Edgar Yoel Bárcenas Herrera,2018,0,6,0,Panama,Right Wing,30,0,0,Copa America,2018,2018,2018
Edgar Yoel Bárcenas Herrera,2024,0,6,0,Panama,Left Wing,30,0,0,Copa America,2024,2024,2024
Edgardo Isaac Fariña Wynter,2024,0,3,0,Panama,Right Center Back,15,0,0,Copa America,2024,2024,2024
Eduard Alexander Bello Gil,2024,2,4,0,Venezuela,Right Midfield,120,0,0,Copa America,2024,2024,2024
Eduardo Antonio Guerrero Lozcano,2024,1,3,0,Panama,Center Forward,65,0,0,Copa America,2024,2024,2024
Enner Remberto Valencia Lastra,2022,3,9,0,Ecuador,Left Attacking Midfield,195,0,0,Copa America,2022,2022,2022
Enner Remberto Valencia Lastra,2024,0,4,0,Ecuador,Left Center Forward,20,0,0,Copa America,2024,2024,2024
Eric Kleybel Ramírez Matheus,2024,1,3,0,Venezuela,Center Forward,65,0,0,Copa America,2024,2024,2024
Erick Javier Davis Grajales,2024,0,1,0,Panama,Left Wing Back,5,0,0,Copa America,2024,2024,2024
Ethan Pinnock,2024,0,1,0,Jamaica,Left Center Back,5,0,0,Copa America,2024,2024,2024
Fabián Cornelio Balbuena González,2024,0,4,0,Paraguay,Right Center Back,20,0,0,Copa America,2024,2024,2024
Felipe Abdiel Baloy Ramírez,2018,1,1,0,Panama,Center Defensive Midfield,55,0,0,Copa America,2018,2018,2018
Felix Eduardo Torres Caicedo,2022,0,1,0,Ecuador,Right Center Back,5,0,0,Copa America,2022,2022,2022
Felix Eduardo Torres Caicedo,2024,0,5,0,Ecuador,Right Center Back,25,0,0,Copa America,2024,2024,2024
Fernando Javier Saucedo Pereyra,2024,0,1,0,Bolivia,Right Center Midfield,5,0,0,Copa America,2024,2024,2024
Fidel Escobar Mendieta,2018,0,1,0,Panama,Left Center Back,5,0,0,Copa America,2018,2018,2018
Gabriel Alejandro Villamíl Cortéz,2024,0,3,0,Bolivia,Left Defensive Midfield,15,0,0,Copa America,2024,2024,2024
Gabriel Arturo Torres Tejada,2018,0,1,0,Panama,Center Forward,5,0,0,Copa America,2018,2018,2018
Gonzalo Jordy Plata Jiménez,2022,0,2,0,Ecuador,Right Attacking Midfield,10,0,0,Copa America,2022,2022,2022
Igor Lichnovsky Osorio,2024,0,2,0,Chile,Right Center Back,10,0,0,Copa America,2024,2024,2024
Ismael Koné,2024,2,7,0,Canada,Right Defensive Midfield,135,0,0,Copa America,2024,2024,2024
Jackson Gabriel Porozo Vernaza,2022,0,1,0,Ecuador,Right Back,5,0,0,Copa America,2022,2022,2022
Jacob Shaffelburg,2024,1,5,0,Canada,Left Midfield,75,0,0,Copa America,2024,2024,2024
James David Rodríguez Rubio,2018,0,3,0,Colombia,Left Wing,15,0,0,Copa America,2018,2018,2018
James David Rodríguez Rubio,2024,1,8,0,Colombia,Center Attacking Midfield,90,0,0,Copa America,2024,2024,2024
Jefferson Andrés Lerma Solís,2018,0,2,0,Colombia,Center Attacking Midfield,10,0,0,Copa America,2018,2018,2018
Jefferson Andrés Lerma Solís,2024,2,8,0,Colombia,Center Defensive Midfield,140,0,0,Copa America,2024,2024,2024
Jefferson David Savarino Quintero,2024,0,1,0,Venezuela,Right Midfield,5,0,0,Copa America,2024,2024,2024
Jeremy Leonel Sarmiento Morante,2022,0,1,0,Ecuador,Left Midfield,5,0,0,Copa America,2022,2022,2022
Jeremy Leonel Sarmiento Morante,2024,1,6,0,Ecuador,Left Wing,80,0,0,Copa America,2024,2024,2024
Jhon Adolfo Arias Andrade,2024,0,7,0,Colombia,Left Center Midfield,35,0,0,Copa America,2024,2024,2024
Jhon Andrés Córdoba Copete,2024,2,11,0,Colombia,Right Center Forward,155,0,0,Copa America,2024,2024,2024
Jhonder Leonel Cádiz Fernández,2024,2,4,0,Venezuela,Left Center Forward,120,0,0,Copa America,2024,2024,2024
Johan Andrés Mojica Palacio,2018,0,1,0,Colombia,Left Back,5,0,0,Copa America,2018,2018,2018
Johan Andrés Mojica Palacio,2024,0,1,0,Colombia,Left Back,5,0,0,Copa America,2024,2024,2024
John Yeboah Zamora,2024,1,4,0,Ecuador,Right Wing,70,0,0,Copa America,2024,2024,2024
Jon Mikel Aramburu Mejías,2024,0,1,0,Venezuela,Left Back,5,0,0,Copa America,2024,2024,2024
Jonathan David,2022,0,8,0,Canada,Center Forward,40,0,0,Copa America,2022,2022,2022
Jonathan David,2024,4,10,0,Canada,Center Attacking Midfield,250,0,0,Copa America,2024,2024,2024
Jonathan Osorio,2022,0,1,0,Canada,Right Center Midfield,5,0,0,Copa America,2022,2022,2022
Jonathan Osorio,2024,0,2,0,Canada,Center Attacking Midfield,10,0,0,Copa America,2024,2024,2024
Jordy Josué Caicedo Medina,2024,1,3,0,Ecuador,Left Defensive Midfield,65,0,0,Copa America,2024,2024,2024
Jorge Andrés Carrascal Guardo,2024,0,1,0,Colombia,Center Attacking Midfield,5,0,0,Copa America,2024,2024,2024
José Adoni Cifuentes Charcopa,2022,0,1,0,Ecuador,Right Defensive Midfield,5,0,0,Copa America,2022,2022,2022
José Andrés Martínez Torres,2024,0,4,0,Venezuela,Center Defensive Midfield,20,0,0,Copa America,2024,2024,2024
José Fajardo Nelson,2024,2,8,0,Panama,Center Forward,140,0,0,Copa America,2024,2024,2024
José Luis Rodríguez Francis,2018,0,3,0,Panama,Right Wing,15,0,0,Copa America,2018,2018,2018
José Luis Rodríguez Francis,2024,0,2,0,Panama,Right Wing,10,0,0,Copa America,2024,2024,2024
José Salomón Rondón Giménez,2024,4,19,0,Venezuela,Center Forward,295,0,0,Copa America,2024,2024,2024
José Ángel Córdoba Chambers,2024,0,1,0,Panama,Center Back,5,0,0,Copa America,2024,2024,2024
Jovani Francisco Welch Lopez,2024,0,3,0,Panama,Left Defensive Midfield,15,0,0,Copa America,2024,2024,2024
Juan Fernando Quintero Paniagua,2018,1,8,0,Colombia,Center Attacking Midfield,90,0,0,Copa America,2018,2018,2018
Juan Fernando Quintero Paniagua,2024,0,1,0,Colombia,Center Attacking Midfield,5,0,0,Copa America,2024,2024,2024
Juan Guillermo Cuadrado Bello,2018,2,7,0,Colombia,Right Wing,135,0,0,Copa America,2018,2018,2018
Julio César Enciso Espínola,2024,1,14,0,Paraguay,Center Attacking Midfield,120,0,0,Copa America,2024,2024,2024
Kaheim Dixon,2024,0,2,0,Jamaica,Right Attacking Midfield,10,0,0,Copa America,2024,2024,2024
Kahiser Lenis Navarro,2024,0,3,0,Panama,Right Wing,15,0,0,Copa America,2024,2024,2024
Kasey Palmer,2024,0,2,0,Jamaica,Left Defensive Midfield,10,0,0,Copa America,2024,2024,2024
Kevin Duvan Castaño Gil,2024,0,2,0,Colombia,Center Defensive Midfield,10,0,0,Copa America,2024,2024,2024
Kevin José Rodríguez Cortez,2022,0,1,0,Ecuador,Center Forward,5,0,0,Copa America,2022,2022,2022
Kevin José Rodríguez Cortez,2024,1,5,0,Ecuador,Center Forward,75,0,0,Copa America,2024,2024,2024
Liam Millar,2024,0,6,0,Canada,Left Wing,30,0,0,Copa America,2024,2024,2024
Luc Rollet De Fougerolles,2024,0,1,0,Canada,Right Center Back,5,0,0,Copa America,2024,2024,2024
Luis Carlos Ovalle Victoria,2018,0,1,0,Panama,Left Back,5,0,0,Copa America,2018,2018,2018
Luis Fernando Díaz Marulanda,2024,2,9,0,Colombia,Left Center Forward,145,0,0,Copa America,2024,2024,2024
Luis Fernando Haquín Lopez,2024,0,1,0,Bolivia,Center Back,5,0,0,Copa America,2024,2024,2024
Luis Fernando Muriel Fruto,2018,1,2,0,Colombia,Center Attacking Midfield,60,0,0,Copa America,2018,2018,2018
Marcelino Ignacio Nuñez Espinoza,2024,0,3,0,Chile,Right Defensive Midfield,15,0,0,Copa America,2024,2024,2024
Mark Anthony Kaye,2022,0,1,0,Canada,Left Defensive Midfield,5,0,0,Copa America,2022,2022,2022
Mathieu Choiniere,2024,1,1,0,Canada,Left Defensive Midfield,55,0,0,Copa America,2024,2024,2024
Mathías Adalberto Villasanti Rolón,2024,0,3,0,Paraguay,Left Defensive Midfield,15,0,0,Copa America,2024,2024,2024
Matías David Espinoza Acosta,2024,0,1,0,Paraguay,Left Back,5,0,0,Copa America,2024,2024,2024
Matías Nicolás Rojas Romero,2024,0,1,0,Paraguay,Center Attacking Midfield,5,0,0,Copa America,2024,2024,2024
Michael Amir Murillo Bermudez,2018,0,2,0,Panama,Right Back,10,0,0,Copa America,2018,2018,2018
Michael Amir Murillo Bermudez,2024,1,4,0,Panama,Right Wing Back,70,0,0,Copa America,2024,2024,2024
Michael Hector,2024,0,1,0,Jamaica,Center Back,5,0,0,Copa America,2024,2024,2024
Michael Steveen Estrada Martínez,2022,0,3,0,Ecuador,Center Forward,15,0,0,Copa America,2022,2022,2022
Michail Antonio,2024,1,3,0,Jamaica,Center Forward,65,0,0,Copa America,2024,2024,2024
Miguel Ángel Almirón Rejala,2024,0,1,0,Paraguay,Left Wing,5,0,0,Copa America,2024,2024,2024
Miguel Ángel Borja Hernández,2024,1,2,0,Colombia,Left Center Forward,60,0,0,Copa America,2024,2024,2024
Miguel Ángel Navarro Zárate,2024,0,1,0,Venezuela,Left Back,5,0,0,Copa America,2024,2024,2024
Miguel Ángel Terceros,2024,0,7,0,Bolivia,Right Attacking Midfield,35,0,0,Copa America,2024,2024,2024
Moise Bombito,2024,2,5,0,Canada,Left Center Back,125,0,0,Copa America,2024,2024,2024
Moisés Isaac Caicedo Corozo,2022,1,3,0,Ecuador,Left Defensive Midfield,65,0,0,Copa America,2022,2022,2022
Moisés Isaac Caicedo Corozo,2024,0,3,0,Ecuador,Left Defensive Midfield,15,0,0,Copa America,2024,2024,2024
Omar Federico Alderete Fernández,2024,1,3,0,Paraguay,Left Center Back,65,0,0,Copa America,2024,2024,2024
Oscar Fabián Murillo Murillo,2018,0,2,0,Colombia,Left Center Back,10,0,0,Copa America,2018,2018,2018
Pervis Josué Estupiñán Tenorio,2022,0,2,0,Ecuador,Left Wing Back,10,0,0,Copa America,2022,2022,2022
Piero Martín Hincapié Reyna,2024,0,1,0,Ecuador,Left Back,5,0,0,Copa America,2024,2024,2024
Radamel Falcao García Zárate,2018,2,9,0,Colombia,Center Forward,145,0,0,Copa America,2018,2018,2018
Rafael Santos Borré Amaury,2024,0,1,0,Colombia,Right Center Forward,5,0,0,Copa America,2024,2024,2024
Ramiro Vaca Ponce,2024,0,1,0,Bolivia,Left Wing,5,0,0,Copa America,2024,2024,2024
Ramón Sosa Acosta,2024,1,3,0,Paraguay,Left Wing,65,0,0,Copa America,2024,2024,2024
Ray Kendry Páez Andrade,2024,1,11,0,Ecuador,Center Attacking Midfield,105,0,0,Copa America,2024,2024,2024
Renaldo Showayne Cephas,2024,0,3,0,Jamaica,Right Attacking Midfield,15,0,0,Copa America,2024,2024,2024
Ricardo Guardia Avila,2018,0,1,0,Panama,Left Center Midfield,5,0,0,Copa America,2018,2018,2018
Richard Rios Montoya,2024,1,8,0,Colombia,Right Center Midfield,90,0,0,Copa America,2024,2024,2024
Richie Laryea,2022,0,2,0,Canada,Right Wing Back,10,0,0,Copa America,2022,2022,2022
Richie Laryea,2024,0,4,0,Canada,Right Wing,20,0,0,Copa America,2024,2024,2024
Roberto Carlos Fernández Toro,2024,0,1,0,Bolivia,Left Wing Back,5,0,0,Copa America,2024,2024,2024
Roderick Alonso Miller Molina,2024,0,3,0,Panama,Left Center Back,15,0,0,Copa America,2024,2024,2024
Rodrigo Eduardo Echeverría Sáez,2024,0,4,0,Chile,Left Defensive Midfield,20,0,0,Copa America,2024,2024,2024
Romario Andrés Ibarra Mina,2022,0,2,0,Ecuador,Left Midfield,10,0,0,Copa America,2022,2022,2022
Román Aureliano Torres Morcillo,2018,0,4,0,Panama,Right Center Back,20,0,0,Copa America,2018,2018,2018
Santiago Arias Naranjo,2018,0,1,0,Colombia,Right Back,5,0,0,Copa America,2018,2018,2018
Santiago Arias Naranjo,2024,0,1,0,Colombia,Right Back,5,0,0,Copa America,2024,2024,2024
Shamar Nicholson,2024,0,6,0,Jamaica,Right Wing,30,0,0,Copa America,2024,2024,2024
Stephen Antunes Eustáquio,2022,0,3,0,Canada,Left Defensive Midfield,15,0,0,Copa America,2022,2022,2022
Stephen Antunes Eustáquio,2024,0,4,0,Canada,Left Defensive Midfield,20,0,0,Copa America,2024,2024,2024
Tajon Buchanan,2022,0,5,0,Canada,Right Attacking Midfield,25,0,0,Copa America,2022,2022,2022
Tajon Buchanan,2024,0,2,0,Canada,Right Midfield,10,0,0,Copa America,2024,2024,2024
Tanitoluwa Oluwaseyi,2024,0,9,0,Canada,Center Forward,45,0,0,Copa America,2024,2024,2024
Telasco José Segovia Pérez,2024,0,1,0,Venezuela,Right Center Midfield,5,0,0,Copa America,2024,2024,2024
Tomás Eduardo Rincón Hernández,2024,1,2,0,Venezuela,Center Attacking Midfield,60,0,0,Copa America,2024,2024,2024
Víctor Alejandro Dávila Zavala,2024,0,5,0,Chile,Right Wing,25,0,0,Copa America,2024,2024,2024
Víctor Gustavo Velázquez Ramos,2024,0,1,0,Paraguay,Right Back,5,0,0,Copa America,2024,2024,2024
Wilker José Ángel Romero,2024,0,1,0,Venezuela,Left Center Back,5,0,0,Copa America,2024,2024,2024
Yangel Clemente Herrera Ravelo,2024,0,8,0,Venezuela,Left Center Midfield,40,0,0,Copa America,2024,2024,2024
Yaser Esneider Asprilla Martínez,2024,0,2,0,Colombia,Center Attacking Midfield,10,0,0,Copa America,2024,2024,2024
Yeferson Julio Soteldo Martínez,2024,0,4,0,Venezuela,Left Midfield,20,0,0,Copa America,2024,2024,2024
Yerry Fernando Mina González,2018,3,3,0,Colombia,Right Center Back,165,0,0,Copa America,2018,2018,2018
Yordan Hernando Osorio Paredes,2024,0,3,0,Venezuela,Left Center Back,15,0,0,Copa America,2024,2024,2024
Ángel Israel Mena Delgado,2024,0,2,0,Ecuador,Center Forward,10,0,0,Copa America,2024,2024,2024
Ángel Rodrigo Romero Villamayor,2024,0,3,0,Paraguay,Right Wing,15,0,0,Copa America,2024,2024,2024
